RA,Dec,MagV,Identifier,Name,Bayer,HR,HD,IAUboundary
168.0616308,-32.43379783,6.38,HIP 54725,-,275 G. Hya,4346,97393,Hya
168.1265458,-18.49984868,6.25,HIP 54742,-,* psi Crt A,4347,97411,Cra
168.1265495,-18.49986098,6.105,HIP 54742,-,ψ Crateris,4347,97411,Cra
168.1347929,35.81408027,6.41,HIP 54745,-,-,4345,97334,UMa
168.1377682,-49.10099773,5.367,HIP 54746,-,9 G. Cen,4350,97495,Cen
168.1449958,-21.7493374,6.378,HIP 54749,-,-,4348,97428,Cra
168.1500551,-60.3176263,4.62,HIP 54751,-,V533 Car,4352,97534,Car
168.1883625,-64.16976977,5.219,HIP 54767,-,-,4355,97583,Car
168.2363148,-49.73609723,6.109,HIP 54783,-,10 G. Cen,4353,97550,Cen
168.3111885,-44.37221835,5.761,HIP 54811,-,11 G. Cen,4354,97576,Cen
168.3782605,-59.61931742,5.74,HIP 54829,-,-,4361,97670,Car
168.4141384,-53.231815,5.74,HIP 54840,-,13 G. Cen,4360,97651,Cen
168.4170506,41.08883582,6.34,HIP 54842,-,-,4351,97501,UMa
168.4398046,-0.069502225,5.404,HIP 54849,-,69 Leo,4356,97585,Leo
168.5076406,8.060694979,5.793,HIP 54863,-,36 G. Leo,4358,97605,Leo
168.5270893,20.52371814,2.53,HIP 54872,Zosma,δ Leonis,4357,97603,Leo
168.5600236,15.42957109,3.35,HIP 54879,Chertan,θ Leonis,4359,97633,Leo
168.7255004,-43.73370482,6.196,HIP 54929,-,15 G. Cen,4364,97866,Cen
168.8009516,23.09550896,4.63,HIP 54951,-,72 Leo,4362,97778,Leo
168.9281199,-57.3558819,6.418,HIP 55003,-,-,-,98025,Car
168.9661671,13.30756527,5.32,HIP 55016,-,73 Leo,4365,97907,Leo
169.1654157,-3.651603208,4.45,HIP 55084,-,ϕ Leonis,4368,98058,Leo
169.1743757,49.47624861,5.873,HIP 55086,-,-,4367,97989,UMa
169.2424053,-7.134686049,6.14,HIP 55106,-,-,4369,98088,Cra
169.3000303,-38.01436729,6.235,HIP 55130,-,20 G. Cen,4372,98161,Cen
169.3096817,-41.93432349,6.44,HIP 55133,-,22 G. Cen,-,98176,Cen
169.322502,2.010555859,5.18,HIP 55137,-,75 Leo,4371,98118,Leo
169.3293483,-67.82351645,6.054,HIP 55140,-,V535 Car,4379,98292,Car
169.4119112,-34.73737538,6.428,HIP 55164,-,279 G. Hya,4373,98221,Hya
169.54515,31.52911714,4.77,HIP 55203B,-,-,4374,98230,UMa
169.5454215,31.52916086,4.25,HIP 55203A,-,-,4375,98231,UMa
169.5455495,31.5292889,3.79,HIP 55203,Alula Australis,ksi UMa,-,-,UMa
169.6197384,33.09430607,3.49,HIP 55219,Alula Borealis,ν Ursae Majoris,4377,98262,UMa
169.6433487,-79.66864917,6.352,HIP 55225,-,-,4385,98617,Cha
169.7289985,1.650395442,5.904,HIP 55249,-,76 Leo,4381,98366,Leo
169.7828588,38.18559332,4.8,HIP 55266,-,55 UMa,4380,98353,UMa
169.8184731,-64.58249009,5.99,HIP 55280,-,-,4384,98560,Car
169.8351973,-14.77853984,3.56,HIP 55282,-,δ Crateris,4382,98430,Cra
169.9022006,-75.14244672,6.258,HIP 55308,-,-,4387,98672,Mus
169.9614556,-72.95829014,6.46,HIP 55332,-,-,-,98671,Mus
170.0171484,-71.99433866,6.412,HIP 55350,-,-,4389,98695,Mus
170.224157,67.10074989,6.201,HIP 55412,-,-,4383,98499,UMa
170.2516858,-54.49102356,4.08,HIP 55425,-,* pi. Cen A,4390,98718A,Cen
170.2518159,-54.49108447,5.65,HIP 55425,-,* pi. Cen B,4390,98718B,Cen
170.2841407,6.02932167,4.04,HIP 55434,-,σ Leonis,4386,98664,Leo
170.4553703,57.07485608,6.44,HIP 55485,-,-,4388,98673,UMa
170.4870486,-77.60836873,6.423,HIP 55497,-,-,4397,99015,Cha
170.5962886,-44.64592388,6.108,HIP 55528,-,25 G. Cen,4393,98892,Cen
170.7065749,43.48269846,5.03,HIP 55560,-,56 UMa,4392,98839,UMa
170.7135152,64.33051148,6.03,HIP 55564,-,-,4391,98772,UMa
170.783881,-56.77935453,5.807,HIP 55581,-,27 G. Cen,4398,99022,Cen
170.8028653,-36.16477116,4.991,HIP 55588,-,26 G. Cen,4396,98993,Cen
170.8247948,0.132045478,6.029,HIP 55595,-,50 G. Leo,4394,98960,Leo
170.8391656,-64.95471455,5.39,HIP 55597,-,-,4401,99104,Mus
170.8411728,-18.78003559,5.09,HIP 55598,-,λ Crateris,4395,98991,Cra
170.9810551,10.52950625,4.01,HIP 55642,-,ι Leonis,4399,99028,Leo
170.9856962,-57.88043733,6.5,HIP 55645,-,-,-,99145,Cen
171.0096981,1.407762526,5.386,HIP 55650,-,79 Leo,4400,99055,Leo
171.0463631,-72.25660808,5.583,HIP 55657,-,-,4406,99264,Mus
171.091891,-42.6690996,6.12,HIP 55667,-,28 G. Cen,4403,99171,Cen
171.1524634,-10.85932653,4.802,HIP 55687,-,ϵ Crateris,4402,99167,Cra
171.2205151,-17.68401188,4.06,HIP 55705,-,γ Crateris,4405,99211,Cra
171.2455192,11.43029149,5.788,HIP 55716,-,-,4404,99196,Leo
171.372723,-36.06306194,5.219,HIP 55756,-,29 G. Cen,4409,99322,Cen
171.3879066,-37.74757465,5.918,HIP 55763,-,30 G. Cen,4411,99333,Cen
171.4015533,16.45653684,5.572,HIP 55765,-,81 Leo,4408,99285,Leo
171.4297691,-63.97247704,5.17,HIP 55779,-,31 G. Cen,4413,99453,Cen
171.4585693,3.860063822,6.354,HIP 55791,-,80 Leo,4410,99329,Leo
171.4879574,55.85045779,5.7,HIP 55797,-,-,4407,99283,UMa
171.6064883,33.45061151,6.324,HIP 55821,-,-,4412,99373,UMa
171.6475742,-61.11516776,5.54,HIP 55831,-,33 G. Cen,4415,99556,Cen
171.6888405,3.013099066,6.46,HIP 55846,-,83 Leo A,4414,99491,Leo
171.6908,3.0097,6.16,HIP 55846,-,* 83 Leo,4414,99491,Leo
171.6969396,-53.15991619,5.806,HIP 55849,-,32 G. Cen,4417,99574,Cen
171.7896487,-12.356749,5.923,HIP 55874,-,κ Crateris,4416,99564,Cra
171.9599085,45.18520436,6.28,HIP 55936,-,-,-,99592,UMa
171.9738106,-1.699937715,6.256,HIP 55941,-,59 G. Leo,4419,99651,Leo
171.9843313,2.85626503,4.943,HIP 55945,-,τ Leonis,4418,99648,Leo
171.9944673,-35.32885077,6.42,HIP 55953,-,281 G. Hya,4420,99712,Hya
172.0767248,-72.47397959,6.115,HIP 55979,-,-,4425,99872,Mus
172.1461615,-42.67420556,5.136,HIP 56000,-,34 G. Cen,4423,99803,Cen
172.2671739,39.33697122,5.35,HIP 56034,-,* 57 UMa A,4422,99787A,UMa
172.2671748,39.33697553,5.354,HIP 56034,-,57 UMa,4422,99787,UMa
172.4109132,-24.46402112,5.813,HIP 56078,-,-,4428,99922,Cra
172.424349,15.41326571,5.734,HIP 56080,-,85 Leo,4426,99902,Leo
172.4315146,56.73757403,6.278,HIP 56083,-,-,4424,99859,UMa
172.5536263,54.36223321,6.49,HIP 56120,-,-,4427,99913,UMa
172.5787223,-3.003499701,4.77,HIP 56127,-,87 Leo,4432,99998,Leo
172.6034389,46.65753236,6.302,HIP 56135,-,EE UMa,4430,99967,UMa
172.6209485,18.40980704,5.549,HIP 56146,-,86 Leo,4433,100006,Leo
172.6297133,43.17324138,5.942,HIP 56148,-,58 UMa,4431,99984,UMa
172.8126912,-61.27846869,6.4,HIP 56201,-,V809 Cen,4438,100198,Cen
172.8509236,69.33107573,3.85,HIP 56211,Giausar,λ Draconis,4434,100029,Dra
172.9419526,-59.44206069,5.097,HIP 56243,-,ο 1 Centauri,4441,100261,Cen
172.9481358,-20.77647275,6.228,HIP 56245,-,-,4440,100219,Cra
172.9533314,-59.51564712,5.14,HIP 56250,-,ο 2 Centauri,4442,100262,Cen
172.9605552,81.12725695,6.11,HIP 56253,-,-,4429,99945,Cam
173.0668331,-29.26330554,5.671,HIP 56280,-,* 17 Crt B,4443,100286,Cra
173.068352,-29.26102213,5.58,HIP 56280,-,* 17 Crt A,4444,100287,Cra
173.0833171,-66.96182343,5.881,HIP 56287,-,-,4448,100382,Mus
173.0864733,61.0827494,5.64,-,-,-,4439,100203A,UMa
173.0970088,-26.74680469,6.16,HIP 56293,-,-,4445,100307,Hya
173.198069,-7.827525212,5.927,HIP 56318,-,-,4446,100343,Cra
173.2003427,-40.43619435,5.639,HIP 56319,-,39 G. Cen,4447,100378,Cen
173.2255363,-31.0872254,5.11,HIP 56332,-,-,4449,100393,Hya
173.2504789,-31.85762444,3.54,HIP 56343,-,ξ Hydrae,4450,100407,Hya
173.3117725,-16.28040599,6.044,HIP 56364,-,-,4451,100418,Cra
173.3560037,-70.19478925,6.3,HIP 56379,-,-,-,100546,Mus
173.4014431,2.499031032,6.48,HIP 56388,-,-,-,100456,Leo
173.4047395,-40.58660421,6.11,-,-,-,4453,100493A,Cen
173.4050075,-40.58663156,6.14,-,-,-,4453,100493B,Cen
173.4845186,36.81561541,6.37,HIP 56410,-,-,4452,100470,UMa
173.6228602,-32.83133966,5.98,HIP 56452,-,-,4458,100623,Hya
173.6770427,16.79691544,5.94,HIP 56473,-,90 Leo,4456,100600,Leo
173.6770455,16.79691606,6.289,HIP 56473,-,* 90 Leo A,4456,100600A,Leo
173.6902349,-54.2640931,4.607,HIP 56480,-,A Cen,4460,100673,Cen
173.7368779,-49.13648476,5.5,HIP 56497,-,43 G. Cen,4462,100708,Cen
173.7454344,-4.361288534,6.41,HIP 56500,-,67 G. Leo,-,100659,Leo
173.7656384,20.44154527,6.438,HIP 56508,Formosa,-,4459,100655,Leo
173.770351,54.78539853,5.628,HIP 56510,-,-,4457,100615,UMa
173.8053431,-47.37257909,5.675,HIP 56518,-,C1 Cen,4463,100733,Cen
173.9264015,-61.28787148,6.24,HIP 56550,-,-,-,100826,Cen
173.9453254,-63.01983499,3.14,HIP 56561,-,λ Centauri,4467,100841,Cen
173.9816038,-47.64163994,5.252,HIP 56573,-,C2 Cen,4466,100825,Cen
174.061,-61.616,5.3,-,-,NGC 3766,-,-,Cen
174.0748192,27.78134816,6.38,-,-,-,4465,100808A,Leo
174.0748196,27.78134158,5.81,HIP 56601,-,-,4465,100808,Leo
174.093186,-61.05243375,5.819,HIP 56606,-,50 G. Cen,4472,100929,Cen
174.1456078,-33.57005998,5.89,HIP 100893A,-,* 22 Crt A,4469,100893A,Cra
174.1696801,-37.23718623,6.286,HIP 56632,-,49 G. Cen,4470,100911,Cen
174.170455,-9.802222702,4.673,HIP 56633,-,θ Crateris,4468,100889,Cra
174.2372115,-0.823749942,4.3,HIP 56647,-,υ Leonis,4471,100920,Leo
174.252185,-61.28344339,5.15,HIP 56656,-,52 G. Cen,4475,101021,Cen
174.2550201,-32.98820651,6.318,HIP 56657,-,-,4473,100953,Hya
174.315175,-75.89653329,5.637,HIP 56675,-,π Chamaeleontis,4479,101132,Cha
174.3916552,-47.74729809,5.456,HIP 56700,-,C3 Cen,4476,101067,Cen
174.4263296,77.59569947,6.486,HIP 56716,-,-,-,100858,Dra
174.451576,-67.6203789,5.929,HIP 56727,-,-,4485,101162,Mus
174.4708368,50.61818605,6.113,HIP 56731,-,-,4474,101013,UMa
174.5302899,-61.82653122,5.14,HIP 56754,-,54 G. Cen,4487,101189,Cen
174.5409641,8.883791402,6.19,HIP 56756,-,1 G. Vir,4478,101112,Vir
174.6002866,-2.435903916,6.29,HIP 56775,-,3 G. Vir,4484,101154,Vir
174.6150311,8.13429428,5.36,HIP 56779,-,ω Virginis,4483,101153,Vir
174.6346789,33.62582915,6.273,HIP 56784,-,-,4482,101151,UMa
174.6396449,46.83421416,6.076,HIP 56789,-,60 UMa,4480,101133,UMa
174.666742,-13.20193924,5.48,HIP 56802,-,ι Crateris,4488,101198,Cra
174.6870845,45.10841738,6.47,HIP 56809A,-,-,4486,101177A,UMa
174.7047392,64.34696833,6.5,HIP 56816,-,-,4481,101150,UMa
174.751843,-24.72109449,6.42,HIP 56830,-,-,4489,101259,Cra
174.8731921,-65.3978054,5.095,HIP 56862,-,GT Mus,4492,101379,Mus
174.9597258,-16.62022868,6.19,HIP 56899,-,VX Crt,4491,101370,Cra
174.9630024,-14.46852412,6.198,HIP 56901,-,-,4490,101369,Cra
175.0532896,-34.74465833,4.7,HIP 56922,-,ο Hydrae,4494,101431,Hya
175.1142925,57.97040523,6.335,HIP 56944,-,-,4493,101391,UMa
175.1541797,-62.56810192,6.38,HIP 56961,-,-,-,101545,Cen
175.1770033,-53.96860652,5.94,HIP 56970,-,V914 Cen,4497,101541,Cen
175.1961135,21.35272744,5.255,HIP 56975,-,92 Leo,4495,101484,Leo
175.2234741,-62.09010152,4.92,HIP 56986,-,58 G. Cen,4499,101570,Cen
175.2554511,-83.09993815,6.328,HIP 56996,-,-,4507,101782,Cha
175.2625678,34.20163378,5.34,HIP 56997,-,61 UMa,4496,101501,UMa
175.2850085,-29.19623507,6.44,HIP 57001,-,294 G. Hya,4498,101563,Hya
175.3324628,-43.09566596,5.53,HIP 57013,-,59 G. Cen,4502,101615,Cen
175.392735,31.74604863,5.75,HIP 57029,-,62 UMa,4501,101606,UMa
175.4312373,55.17201002,6.266,HIP 57045,-,-,4500,101604,UMa
175.4331142,-32.49940312,5.2,HIP 57047,-,-,4503,101666,Hya
175.5147005,-20.29416858,6.2,HIP 57079,-,-,4506,101695,Cra
175.5621655,-75.22731356,6.466,HIP 57092,-,-,-,101805,Mus
175.6181741,66.74490648,5.308,HIP 57111,-,3 Dra,4504,101673,Dra
175.7288836,-79.30639098,6.378,HIP 57137,-,-,4509,101917,Cha
175.8632824,-37.19016072,5.966,HIP 57165,-,60 G. Cen,4508,101883,Cen
175.879968,-62.48939643,5.03,HIP 57175,-,V810 Cen,4511,101947,Cen
175.925,-62.537,6.3,-,-,Cl Stock 14,-,-,Cen
175.9701671,-62.87828113,6.087,HIP 57211,-,62 G. Cen,4513,101995,Cen
175.9796695,-6.677162651,6.041,HIP 57214,-,5 G. Vir,4510,101933,Vir
176.0548472,25.21832095,6.02,HIP 57240,-,-,4512,101980,Leo
176.1907332,-18.35067637,4.706,HIP 57283,-,ζ Crateris,4514,102070,Cra
176.3026468,-49.06984179,6.266,HIP 57322,-,63 G. Cen,4516,102150,Cen
176.3209993,8.258113805,4.842,HIP 57328,-,ξ Virginis,4515,102124,Vir
176.4017279,-66.7287577,3.65,HIP 57363,-,λ Muscae,4520,102249,Mus
176.4332007,-45.69013364,5.271,HIP 57371,-,64 G. Cen,4519,102232,Cen
176.4648317,6.529374721,4.04,HIP 57380,-,ν Virginis,4517,102212,Vir
176.5125586,47.77940424,3.72,HIP 57399,Taiyangshou,χ Ursae Majoris,4518,102224,UMa
176.6284285,-61.17839961,4.1,HIP 57439,-,-,4522,102350,Cen
176.6294689,-40.50035719,4.88,HIP 57443,-,-,4523,102365,Cen
176.7317595,55.628189,5.254,HIP 57477,-,-,4521,102328,UMa
176.7793695,-35.90686527,6.147,HIP 57497,-,67 G. Cen,4524,102397,Cen
176.8158656,-30.28651118,6.48,HIP 57507,-,297 G. Hya,4525,102438,Hya
176.8297552,-57.69650071,5.407,HIP 57512,-,V918 Cen,4526,102461,Cen
176.9787305,8.245892688,5.316,HIP 57562,-,4 Vir,4528,102510,Vir
176.9963998,20.21893056,4.52,HIP 57565,-,93 Leo,4527,102509,Leo
177.0605629,-66.81490961,4.728,HIP 57581,-,μ Muscae,4530,102584,Mus
177.0978645,-10.3131045,6.226,HIP 57587,-,-,4529,102574,Cra
177.1612894,14.28420791,5.94,-,-,-,4531,102590A,Leo
177.1878447,-26.74977781,5.11,HIP 57613,-,II Hya,4532,102620,Hya
177.2553386,-0.318671264,6.15,HIP 57629,-,9 G. Vir,4533,102634,Vir
177.2649098,14.57205806,2.13,HIP 57632,Denebola,β Leonis,4534,102647,Leo
177.3116185,16.24288022,6.036,HIP 57646,-,-,4535,102660,Leo
177.4211139,-63.78847241,4.308,HIP 57669,-,j Cen,4537,102776,Cen
177.4238121,34.93175806,5.723,HIP 57670,-,-,4536,102713,UMa
177.4858976,-70.22578912,4.964,HIP 57696,-,-,4538,102839,Mus
177.5816813,-15.86366481,6.122,HIP 57732,-,-,4539,102845,Cra
177.6136544,-62.64938216,5.702,HIP 57741,-,70 G. Cen,4541,102878,Cen
177.6549266,-27.27793717,6.477,HIP 57749,-,299 G. Hya,4542,102888,Hya
177.6738271,1.76472265,3.6,HIP 57757,Zavijava,β Virginis,4540,102870,Vir
177.7305886,12.27903642,6.367,HIP 57779,-,-,4543,102910,Leo
177.7592896,-5.333331523,5.622,HIP 57791,-,12 G. Vir,4544,102928,Vir
177.7862133,-45.17346992,4.46,HIP 57803,-,B Cen,4546,102964,Cen
177.7896274,33.37501284,6.224,HIP 57805,-,-,4545,102942,UMa
177.8412382,-12.18781082,6.35,HIP 57819,-,-,4547,102990,Cra
177.9233703,-30.83480743,5.85,HIP 57841,-,300 G. Hya,4548,103026,Hya
177.9634343,-65.20591012,4.99,HIP 57851,-,-,4549,103079,Mus
178.0428314,-56.98774168,5.559,HIP 57870,-,74 G. Cen,4551,103101,Cen
178.2271704,-33.9081352,4.69,HIP 57936,-,* bet Hya A,4552,103192,Hyi
178.2271729,-33.90812978,4.28,HIP 57936,-,β Hydrae,4552,103192,Hya
178.2272748,-33.9079757,5.47,HIP 57936,-,* bet Hya B,4552,103192,Hya
178.2448639,37.7186817,6.45,HIP 57939,-,Groombridge 1830,4550,103095,UMa
178.3617061,-35.06664235,6.167,HIP 57971,-,302 G. Hya,4553,103266,Hya
178.4576972,53.69475973,2.44,HIP 58001,Phecda,γ Ursae Majoris,4554,103287,UMa
178.459488,0.552114751,6.29,HIP 58002,-,IQ Vir,4555,103313,Vir
178.5479202,-57.41019779,6.045,HIP 58041,-,76 G. Cen,4556,103400,Cen
178.6074577,-37.7489188,6.46,HIP 58057,-,77 G. Cen,4557,103437,Cen
178.6772433,-25.71388442,5.272,HIP 58082,-,303 G. Hya,4558,103462,Hya
178.6859925,-66.37619946,6.36,HIP 58085,-,-,-,103482,Mus
178.7500493,-63.27918076,5.96,HIP 58103,-,79 G. Cen,4563,103516,Cen
178.7630519,8.443942119,5.569,HIP 58110,-,6 Vir,4559,103484,Vir
178.8085677,36.75637589,6.49,HIP 58119,-,-,4562,103500,UMa
178.9172119,-28.47710391,5.893,HIP 58158,-,-,4565,103596,Hya
178.9188863,15.64681941,5.522,HIP 58159,-,95 Leo,4564,103578,Leo
178.97821,-39.6895174,6.131,HIP 58177,-,80 G. Cen,4568,103637,Cen
178.9934048,56.59855775,5.824,HIP 58181,-,66 UMa,4566,103605,UMa
179.0039755,-17.15082447,5.16,HIP 58188,-,η Crateris,4567,103632,Cra
179.125942,57.87156913,6.2,HIP 58225,-,-,-,103681,UMa
179.182979,-47.0723777,6.255,HIP 58242,-,81 G. Cen,4570,103746,Cen
179.2218172,61.54921199,6.2,HIP 58259,-,-,4569,103736,UMa
179.2656067,-33.3154592,6.189,HIP 58272,-,LV Hya,4571,103789,Hya
179.4166973,-62.44874843,5.557,HIP 58326,-,-,4573,103884,Crux
179.5298908,32.27390771,6.422,HIP 58369,-,-,4574,103928,UMa
179.5634368,-56.31731204,5.436,HIP 58379,-,-,4576,103961,Crux
179.698581,-64.33955926,5.6,HIP 58427,-,-,4578,104035,Crux
179.7265571,-25.90885915,6.416,HIP 58436,-,308 G. Hya,4579,104039,Hya
179.7639057,0.530680246,6.176,HIP 58445,-,19 G. Vir,4580,104055,Vir
179.789045,-10.47589877,6.48,HIP 58450,-,20 G. Vir,-,104078,Vir
179.7945014,-45.83222168,6.337,HIP 58452,-,84 G. Cen,-,104080,Cen
179.7952605,-51.69676172,6.031,HIP 58453,-,85 G. Cen,4582,104081,Cen
179.8230509,33.16700244,5.96,HIP 58460,-,-,4581,104075,UMa
179.8567438,-62.8309472,6.35,HIP 58469,-,-,-,104111,Crux
179.9063325,-78.22192514,6.02,HIP 58484,-,* eps Cha B,4583,104174,Cha
179.9065922,-78.22181924,5.33,HIP 58484,-,* eps Cha A,4583,104174,Cha
179.9871396,3.655204617,5.345,HIP 58510,-,7 Vir,4585,104181,Vir
179.9890687,34.03474824,6.488,HIP 58512,-,-,4584,104179,UMa
180.0775156,80.85318354,6.17,HIP 58545,-,FR Cam,4586,104216,Cam
180.087533,76.9057341,5.8,HIP 58952,Tonatiuh,-,4609,104985,Cam
180.1759242,-21.83749728,6.255,HIP 58574,-,-,4588,104307,Crv
180.1852506,-10.44612975,5.55,HIP 58576,-,-,4587,104304,Vir
180.2131632,-19.65898118,5.264,HIP 58587,-,31 Crt,4590,104337,Crv
180.2182993,6.614318553,4.642,HIP 58590,-,π Virginis,4589,104321,Vir
180.2572443,-1.768166221,6.316,HIP 58603,-,26 G. Vir,4591,104356,Vir
180.3716361,-57.50377872,6.142,HIP 58642,-,-,4592,104430,Crux
180.4083,36.0439,5.59,-,-,RX J1201.6+3602,-,-,UMa
180.4144252,36.04207718,5.57,HIP 58654,-,-,4593,104438,UMa
180.5843305,-85.63175732,6.019,HIP 58697,-,-,4595,104555,Oct
180.6186271,-71.48898144,6.423,HIP 58706,-,-,4596,104570,Mus
180.6570525,-69.19228862,5.876,HIP 58720,-,-,4597,104600,Mus
180.7152537,-7.683626215,6.225,HIP 58741,-,27 G. Vir,4598,104625,Vir
180.7562527,-63.31292866,4.32,HIP 58758,-,θ 1 Crucis,4599,104671,Crux
180.9148851,-42.43405845,5.15,HIP 58803,-,88 G. Cen,4600,104731,Cen
180.9354396,-74.21409496,6.45,HIP 58810,-,-,4601,104752,Mus
181.0691607,21.45915054,6.15,HIP 58858,-,* 2 Com A,4602,104827,Com
181.0696032,-51.47251544,6.47,HIP 58859,-,90 G. Cen,-,104839,Cen
181.0800837,-63.16569907,4.716,HIP 58867,-,θ 2 Crucis,4603,104841,Crux
181.1171171,85.58713112,6.265,HIP 58874,-,-,4606,104904,Cam
181.1620237,-68.32891127,5.52,HIP 58884,-,-,4604,104878A,Mus
181.1885822,-59.25325091,6.2,HIP 58901,-,-,-,104900,Crux
181.1936285,-76.51906248,5.024,HIP 58905,-,κ Chamaeleontis,4605,104902,Cha
181.2383941,-60.96825307,5.96,HIP 58921,-,-,4607,104933,Crux
181.302216,8.733018577,4.12,HIP 58948,-,ο Virginis,4608,104979,Vir
181.4154203,62.93311851,6.13,HIP 58989,-,-,4610,105043,UMa
181.4734167,-65.54687615,6.303,HIP 59003,-,-,4611,105071,Mus
181.4860933,-35.69391961,6.226,HIP 59008,-,311 G. Hya,4612,105078,Hya
181.4992268,-3.131590931,6.364,HIP 59010,-,33 G. Vir,4613,105089,Vir
181.5830203,-68.65140505,6.226,HIP 59046,-,-,4614,105138,Mus
181.5958751,-65.70944583,6.06,HIP 59050,-,-,4615,105151,Mus
181.7204089,-64.6137307,4.136,HIP 59072,-,η Crucis,4616,105211,Crux
181.9578155,-75.36701806,5.165,HIP 59151,-,λ Cha,4617,105340,Mus
182.0202759,-50.76364701,6.362,-,-,-,4619,105383,Cen
182.0217594,-50.66127096,4.47,HIP 59173,-,V863 Cen,4618,105382,Cen
182.0612693,-48.6925114,5.34,HIP 59184,-,E Cen,4620,105416,Cen
182.0895735,-50.72242739,2.52,HIP 59196,-,δ Centauri,4621,105435,Cen
182.1030464,-60.84712988,6.184,HIP 59200,-,-,4622,105437,Crux
182.1034053,-24.7288756,4.01,HIP 59199,Alchiba,α Corvi,4623,105452,Crv
182.2241701,-44.3259899,5.746,HIP 59229,-,V788 Cen,4624,105509,Cen
182.2274554,-41.23160328,5.498,HIP 59232,-,V817 Cen,4625,105521,Cen
182.4461762,74.66135534,6.34,HIP 59291,-,-,4627,105678,Dra
182.5106187,-34.70474365,6.17,HIP 59307,-,315 G. Hya,4628,105686,Hya
182.5106662,-34.70477431,6.35,-,-,-,4628,105686A,Hya
182.5311691,-22.61976722,2.98,HIP 59316,-,ϵ Corvi,4630,105707,Crv
182.6318367,16.80927057,6.387,HIP 59352,-,3 Com,4632,105778,Com
182.6409048,-37.8703492,6.063,HIP 59353,-,97 G. Cen,4631,105776,Cen
182.6920632,27.2815061,5.987,HIP 59364,-,-,4633,105805,Com
182.749915,81.70983059,5.955,HIP 59384,-,-,4639,105943,Cam
182.7550637,-68.26097421,6.48,HIP 59389,-,-,-,105822,Mus
182.7659958,-23.60242107,5.47,HIP 59394,-,3 Crv,4635,105850,Crv
182.7712754,-61.27742445,6.071,HIP 59396,-,-,4634,105841,Crux
182.881189,-51.35933241,6.23,HIP 59439,-,100 G. Cen,4637,105920,Cen
182.9129989,-52.36844012,3.96,HIP 59449,-,ρ Centauri,4638,105937,Cen
182.9371055,57.0544048,6.31,HIP 59458,-,68 UMa,4641,106002,UMa
182.9632362,25.87027986,5.62,HIP 59468,-,4 Com,4640,105981,Com
183.0042355,28.53631325,6.457,HIP 59489,-,-,4642,106022,Com
183.0387067,20.54206199,5.55,HIP 59501,-,5 Com,4643,106057,Com
183.0497692,77.61624118,5.137,HIP 59504,-,-,4646,106112,Cam
183.0915828,-62.95077388,5.98,HIP 59517,-,-,4644,106068,Crux
183.3039349,-34.12527719,6.47,HIP 59588,-,V335 Hya,4647,106198,Hya
183.3543202,-38.92918577,5.75,HIP 59607,-,102 G. Cen,4648,106231,Cen
183.3580802,10.2623397,5.829,HIP 59608,-,12 Vir,4650,106251,Vir
183.4033576,-33.79291962,6.46,HIP 59622,-,317 G. Hya,4651,106257A,Hya
183.4852621,-78.57393654,6.337,HIP 59647,-,-,4649,106248,Cha
183.5112392,-45.72391629,5.6,HIP 59654,-,* D Cen A,4652,106321,Cen
183.5112394,-45.72391615,5.31,HIP 59654,-,D Cen,4652,106321,Cen
183.5705241,-64.40851926,6.235,HIP 59678,-,DL Cru,4653,106343,Crux
183.6808762,53.43462674,6.171,HIP 59708,-,1 CVn,4654,106478,UMa
183.7482348,-20.84423547,5.807,HIP 59728,-,-,4655,106485,Crv
183.7766638,-29.23725675,6.49,HIP 59742,-,-,-,106500,Hya
183.7853831,70.2000085,5.719,HIP 59746,-,-,4659,106574,Dra
183.786327,-58.74892408,2.752,HIP 59747,Imai,δ Crucis,4656,106490,Crux
183.7939888,-10.31239873,6.11,HIP 59750,-,41 G. Vir,4657,106516,Vir
183.8344635,87.70011846,6.259,HIP 59767,-,UY UMi,4686,107192,UMi
183.8564994,57.03261698,3.32,HIP 59774,Megrez,δ Ursae Majoris,4660,106591,UMa
183.8768717,-41.91327819,6.23,HIP 59785,-,104 G. Cen,4658,106572,Cen
183.9228788,72.55119672,6.29,HIP 59796,-,DK Dra,4665,106677,Dra
183.951545,-17.54193046,2.58,HIP 59803,Gienah,γ Corvi,4662,106625,Crv
184.0007774,14.8990679,5.09,HIP 59819,-,6 Com,4663,106661,Com
184.0314544,40.66017864,5.66,HIP 59831,-,2 CVn,4666,106690,CVn
184.0855764,23.94540728,4.86,HIP 59847,-,7 Com,4667,106714,Com
184.0958,14.8433,5.1,-,-,FAUST 3058,-,-,Com
184.0992252,-72.61449897,6.196,HIP 59851,-,-,4664,106676,Mus
184.1255573,33.06150801,4.94,HIP 59856,-,-,4668,106760,Com
184.2638864,-16.6937356,6.07,HIP 59895,-,-,4670,106819,Crv
184.2762907,-65.69295965,6.054,HIP 59898,-,-,4669,106797,Mus
184.3733331,53.1913319,5.81,HIP 59920,-,-,4672,106884,UMa
184.3773911,28.9371919,5.7,HIP 59923,-,-,4673,106887,Com
184.3928152,-67.96073681,4.02,HIP 59929,-,ϵ Muscae,4671,106849,Mus
184.4344164,15.14469721,6.32,HIP 59941,-,-,4676,106926,Com
